Passo,ValorCentral,Tempo_false_32,Tempo_false_64,Tempo_false_128,Tempo_true_32,Tempo_true_64,Tempo_true_128,Tempo_close_32,Tempo_close_64,Tempo_close_128,Tempo_spread_32,Tempo_spread_64,Tempo_spread_128,Tempo_master_32,Tempo_master_64,Tempo_master_128
37,0.99603,0.000007,0.000010,0.013454,0.000006,0.000010,0.013439,0.000006,0.000010,0.013479,0.000006,0.000010,0.013600,0.000007,0.000010,0.013549
38,0.99582,0.000007,0.000010,0.013472,0.000006,0.000010,0.013439,0.000006,0.000009,0.013481,0.000007,0.000010,0.013581,0.000006,0.000010,0.013589
39,0.99561,0.000008,0.000010,0.013461,0.000006,0.000010,0.013433,0.000006,0.000010,0.013452,0.000006,0.000010,0.013594,0.000006,0.000010,0.013580
40,0.99539,0.000007,0.000010,0.013439,0.000006,0.000010,0.013461,0.000006,0.000010,0.013460,0.000006,0.000010,0.013570,0.000006,0.000009,0.013569
41,0.99517,0.000007,0.000011,0.013468,0.000006,0.000010,0.013449,0.000006,0.000010,0.013459,0.000006,0.000009,0.013562,0.000007,0.000013,0.013558
42,0.99494,0.000007,0.000010,0.013459,0.000006,0.000010,0.013422,0.000006,0.000010,0.013446,0.000006,0.000010,0.013606,0.000006,0.000010,0.013579
43,0.99471,0.000007,0.000010,0.013451,0.000006,0.000010,0.013420,0.000006,0.000010,0.013482,0.000006,0.000010,0.013586,0.000006,0.000010,0.013546
44,0.99448,0.000008,0.000010,0.013476,0.000007,0.000010,0.013421,0.000006,0.000010,0.013453,0.000007,0.000009,0.013565,0.000006,0.000010,0.013554
45,0.99424,0.000007,0.000010,0.013401,0.000006,0.000010,0.013409,0.000006,0.000010,0.013451,0.000006,0.000010,0.013589,0.000006,0.000010,0.013583
46,0.99399,0.000007,0.000010,0.013398,0.000006,0.000010,0.013421,0.000007,0.000010,0.013489,0.000006,0.000010,0.013575,0.000006,0.000010,0.013582
47,0.99374,0.000007,0.000011,0.013403,0.000006,0.000010,0.013424,0.000006,0.000009,0.013504,0.000007,0.000010,0.013568,0.000007,0.000010,0.013475
48,0.99348,0.000007,0.000011,0.013416,0.000006,0.000010,0.013402,0.000006,0.000010,0.013490,0.000006,0.000010,0.013543,0.000006,0.000009,0.013498
49,0.99322,0.000007,0.000011,0.013398,0.000006,0.000010,0.013422,0.000006,0.000010,0.013461,0.000006,0.000010,0.013580,0.000006,0.000010,0.013493
50,0.99296,0.000006,0.000011,0.013407,0.000006,0.000010,0.013405,0.000007,0.000010,0.013487,0.000006,0.000010,0.013556,0.000006,0.000009,0.013470
51,0.99269,0.000007,0.000010,0.013394,0.000006,0.000010,0.013430,0.000006,0.000010,0.013516,0.000007,0.000010,0.013581,0.000007,0.000010,0.013590
52,0.99242,0.000007,0.000011,0.013564,0.000006,0.000010,0.013425,0.000006,0.000010,0.013480,0.000006,0.000010,0.013608,0.000006,0.000010,0.013584
53,0.99214,0.000007,0.000010,0.013417,0.000006,0.000009,0.013421,0.000006,0.000010,0.013483,0.000007,0.000010,0.013584,0.000006,0.000009,0.013588
54,0.99186,0.000007,0.000010,0.013462,0.000006,0.000010,0.013425,0.000006,0.000010,0.013435,0.000006,0.000010,0.013465,0.000006,0.000009,0.013596
55,0.99157,0.000007,0.000010,0.013482,0.000006,0.000010,0.013419,0.000006,0.000010,0.013407,0.000007,0.000010,0.013446,0.000006,0.000010,0.013548
56,0.99128,0.000007,0.000011,0.013453,0.000006,0.000010,0.013441,0.000006,0.000009,0.013449,0.000006,0.000012,0.013487,0.000006,0.000010,0.013556
57,0.99098,0.000007,0.000010,0.013464,0.000006,0.000010,0.013410,0.000006,0.000010,0.013396,0.000006,0.000010,0.013460,0.000006,0.000010,0.013574
58,0.99068,0.000007,0.000011,0.013420,0.000006,0.000009,0.013447,0.000007,0.000010,0.013405,0.000006,0.000010,0.013445,0.000006,0.000010,0.013606
59,0.99038,0.000007,0.000010,0.013439,0.000006,0.000010,0.013429,0.000006,0.000009,0.013455,0.000006,0.000010,0.013468,0.000006,0.000010,0.013577
60,0.99007,0.000008,0.000010,0.013429,0.000006,0.000010,0.013411,0.000006,0.000010,0.013438,0.000006,0.000010,0.013467,0.000007,0.000010,0.013587
61,0.98975,0.000007,0.000010,0.013395,0.000007,0.000010,0.013416,0.000007,0.000010,0.013454,0.000006,0.000010,0.013492,0.000006,0.000010,0.013613
62,0.98944,0.000007,0.000010,0.013420,0.000006,0.000010,0.013435,0.000006,0.000009,0.013404,0.000006,0.000010,0.013490,0.000006,0.000010,0.013593
63,0.98912,0.000007,0.000010,0.013428,0.000006,0.000010,0.013421,0.000007,0.000010,0.013420,0.000006,0.000010,0.013481,0.000006,0.000010,0.013604
64,0.98879,0.000007,0.000010,0.013420,0.000006,0.000009,0.013407,0.000006,0.000010,0.013422,0.000009,0.000010,0.013465,0.000006,0.000010,0.013580
