1000,1000,1,0.008317
1000,1000,2,0.014040
1000,1000,4,0.027541
1000,1000,8,0.047057
5000,5000,1,0.203765
5000,5000,2,0.167535
5000,5000,4,0.172065
5000,5000,8,0.190767
10000,10000,1,0.826840
10000,10000,2,0.646599
10000,10000,4,0.575246
10000,10000,8,0.566051
