500,500,1,0.002826
500,500,2,0.003290
500,500,4,0.001902
1000,1000,1,0.012060
1000,1000,2,0.007282
1000,1000,4,0.009462
1000,1000,8,0.013128
2000,2000,1,0.038141
2000,2000,2,0.026701
2000,2000,4,0.035423
2000,2000,8,0.038199
500,500,1,0.004620
500,500,2,0.002015
500,500,4,0.002033
1000,1000,1,0.010668
1000,1000,2,0.010809
1000,1000,4,0.009361
1000,1000,8,0.005924
2000,2000,1,0.040110
2000,2000,2,0.027061
2000,2000,4,0.034369
2000,2000,8,0.037467
