Passo,ValorCentral,Tempo_false_32,Tempo_false_64,Tempo_false_128,Tempo_true_32,Tempo_true_64,Tempo_true_128,Tempo_close_32,Tempo_close_64,Tempo_close_128,Tempo_spread_32,Tempo_spread_64,Tempo_spread_128,Tempo_master_32,Tempo_master_64,Tempo_master_128
37,0.99603,0.000137,0.000383,0.000817,0.000152,0.000343,0.000449,0.000125,0.000559,0.000676,0.002517,0.000262,0.000707,0.000432,0.000368,0.000829
38,0.99582,0.000141,0.000378,0.000577,0.000186,0.000342,0.000442,0.000114,0.000269,0.000573,0.000202,0.000298,0.000623,0.000249,0.000390,0.000900
39,0.99561,0.000139,0.000375,0.000582,0.000168,0.000355,0.000427,0.000116,0.000307,0.001088,0.000183,0.000238,0.000611,0.000234,0.000337,0.000788
40,0.99539,0.000143,0.000372,0.001013,0.000113,0.000657,0.000457,0.000111,0.000252,0.001171,0.000173,0.000250,0.000666,0.000231,0.000278,0.000770
41,0.99517,0.000139,0.000373,0.000520,0.000115,0.000427,0.000467,0.000121,0.000242,0.001134,0.000175,0.000254,0.000598,0.000253,0.000267,0.000791
42,0.99494,0.000141,0.000374,0.000695,0.000118,0.000250,0.000440,0.000136,0.000550,0.001794,0.000184,0.000285,0.000577,0.000245,0.000255,0.000843
43,0.99471,0.000138,0.000292,0.000661,0.000115,0.000339,0.000446,0.000146,0.000226,0.001201,0.000173,0.000281,0.000685,0.000249,0.000265,0.001554
44,0.99448,0.000143,0.000565,0.000578,0.000111,0.000273,0.000450,0.000149,0.000321,0.000492,0.000184,0.000259,0.001596,0.000254,0.000259,0.001071
45,0.99424,0.000206,0.000521,0.000659,0.000112,0.000217,0.000441,0.000128,0.000288,0.000539,0.000181,0.000272,0.000622,0.000248,0.000259,0.001022
46,0.99399,0.000272,0.000242,0.000481,0.000115,0.000303,0.000548,0.000130,0.000377,0.000541,0.000192,0.000272,0.000604,0.000246,0.000259,0.002396
47,0.99374,0.000142,0.000320,0.000476,0.000118,0.000281,0.000397,0.000134,0.000394,0.000547,0.000179,0.000275,0.000631,0.000253,0.000259,0.000870
48,0.99348,0.000136,0.000258,0.000574,0.000108,0.000275,0.000427,0.000130,0.000293,0.000525,0.002165,0.000299,0.000626,0.000251,0.000254,0.000778
49,0.99322,0.000136,0.000230,0.000452,0.000112,0.000267,0.000435,0.000132,0.000263,0.000478,0.001885,0.000661,0.000473,0.000251,0.000256,0.000630
50,0.99296,0.000139,0.000222,0.000529,0.000117,0.000258,0.000514,0.000137,0.000283,0.000515,0.007757,0.000213,0.000692,0.000249,0.000259,0.000927
51,0.99269,0.000138,0.000237,0.000499,0.000119,0.000299,0.000442,0.000144,0.000366,0.000754,0.000161,0.000242,0.000628,0.000706,0.000254,0.000689
52,0.99242,0.000140,0.000245,0.000447,0.000112,0.000305,0.000743,0.000141,0.000375,0.000809,0.000189,0.000290,0.000597,0.000309,0.000274,0.000869
53,0.99214,0.000138,0.000241,0.000495,0.000114,0.000211,0.001280,0.000137,0.000789,0.001034,0.000185,0.000256,0.000620,0.000174,0.000258,0.000905
54,0.99186,0.000137,0.000532,0.000493,0.000121,0.000239,0.000685,0.000134,0.000499,0.000773,0.001114,0.000237,0.000604,0.000270,0.000257,0.001099
55,0.99157,0.000138,0.000657,0.000568,0.000117,0.000254,0.001281,0.000142,0.000518,0.000835,0.000159,0.000234,0.000713,0.000280,0.000257,0.000593
56,0.99128,0.000151,0.002813,0.000442,0.000110,0.000255,0.000912,0.000154,0.000465,0.000850,0.000238,0.000253,0.000656,0.000271,0.000264,0.001007
