Passo,ValorCentral,Tempo_false_32,Tempo_false_64,Tempo_false_128,Tempo_true_32,Tempo_true_64,Tempo_true_128,Tempo_close_32,Tempo_close_64,Tempo_close_128,Tempo_spread_32,Tempo_spread_64,Tempo_spread_128,Tempo_master_32,Tempo_master_64,Tempo_master_128
0,1.00000,0.001169,0.001142,0.005852,0.000194,0.000137,0.000115,0.000223,0.000136,0.000131,0.000172,0.000135,0.000131,0.000205,0.000136,0.000130
1,0.99999,0.000257,0.000147,0.000103,0.000170,0.000106,0.000089,0.000169,0.000105,0.000096,0.000169,0.000106,0.000095,0.000169,0.000105,0.000097
2,0.99998,0.000252,0.000131,0.000118,0.000170,0.000106,0.000089,0.000170,0.000107,0.000096,0.000171,0.000106,0.000095,0.000168,0.000107,0.000095
3,0.99996,0.000248,0.000107,0.000101,0.000168,0.000106,0.000089,0.000173,0.000113,0.000096,0.000169,0.000106,0.000095,0.000169,0.000105,0.000096
4,0.99994,0.000168,0.000107,0.000100,0.000171,0.000110,0.000089,0.000170,0.000106,0.000096,0.000170,0.000106,0.000096,0.000171,0.000106,0.000097
5,0.99991,0.000169,0.000123,0.000101,0.000175,0.000105,0.000090,0.000169,0.000106,0.000096,0.000169,0.000110,0.000096,0.000173,0.000106,0.000095
6,0.99988,0.000167,0.000106,0.000100,0.000171,0.000107,0.000089,0.000170,0.000107,0.000101,0.000175,0.000106,0.000096,0.000171,0.000106,0.000103
7,0.99983,0.000171,0.000106,0.000101,0.000168,0.000105,0.000094,0.000168,0.000105,0.000096,0.000168,0.000106,0.000096,0.000168,0.000109,0.000095
8,0.99979,0.000168,0.000108,0.000099,0.000168,0.000108,0.000089,0.000170,0.000107,0.000095,0.000170,0.000106,0.000100,0.000171,0.000106,0.000096
9,0.99973,0.000178,0.000106,0.000101,0.000168,0.000106,0.000088,0.000172,0.000106,0.000096,0.000169,0.000106,0.000095,0.000168,0.000106,0.000095
10,0.99967,0.000168,0.000106,0.000096,0.000170,0.000298,0.000089,0.000171,0.000107,0.000096,0.000170,0.000106,0.000096,0.000176,0.000106,0.000096
11,0.99961,0.000170,0.000106,0.000093,0.000172,0.000098,0.000088,0.000169,0.000105,0.000096,0.000172,0.000106,0.000096,0.000167,0.000106,0.000095
12,0.99954,0.000167,0.000106,0.000100,0.000170,0.000104,0.000088,0.000171,0.000106,0.000096,0.000168,0.000106,0.000095,0.000170,0.000106,0.000096
13,0.99946,0.000168,0.000107,0.000093,0.000169,0.000098,0.000088,0.000169,0.000111,0.000097,0.000168,0.000107,0.000096,0.000169,0.000106,0.000096
14,0.99938,0.000167,0.000122,0.000094,0.000170,0.000099,0.000089,0.000173,0.000107,0.000096,0.000170,0.000111,0.000096,0.000170,0.000107,0.000095
15,0.99930,0.000177,0.000106,0.000093,0.000355,0.000098,0.000089,0.000352,0.000105,0.000096,0.000168,0.000106,0.000096,0.000169,0.000106,0.000095
16,0.99920,0.000167,0.000107,0.000094,0.000165,0.000099,0.000089,0.000160,0.000107,0.000100,0.000170,0.000107,0.000095,0.000174,0.000110,0.000102
17,0.99911,0.000172,0.000106,0.000094,0.000158,0.000099,0.000089,0.000159,0.000105,0.000096,0.000174,0.000107,0.000096,0.000168,0.000105,0.000095
18,0.99900,0.000167,0.000107,0.000094,0.000160,0.000099,0.000095,0.000160,0.000106,0.000096,0.000167,0.000106,0.000100,0.000171,0.000106,0.000095
19,0.99889,0.000168,0.000106,0.000094,0.000158,0.000098,0.000088,0.000161,0.000106,0.000096,0.000168,0.000106,0.000095,0.000168,0.000106,0.000096
20,0.99878,0.000167,0.000107,0.000094,0.000160,0.000098,0.000089,0.000157,0.000106,0.000095,0.000170,0.000106,0.000095,0.000170,0.000107,0.000095
21,0.99866,0.000174,0.000106,0.000094,0.000159,0.000098,0.000089,0.000159,0.000106,0.000097,0.000168,0.000106,0.000096,0.000168,0.000106,0.000096
22,0.99853,0.000168,0.000107,0.000100,0.000164,0.000100,0.000090,0.000160,0.000110,0.000096,0.000171,0.000106,0.000096,0.000175,0.000107,0.000097
23,0.99840,0.000170,0.000112,0.000094,0.000159,0.000098,0.000088,0.000159,0.000106,0.000096,0.000172,0.000106,0.000095,0.000168,0.000107,0.000096
24,0.99827,0.000168,0.000107,0.000093,0.000160,0.000098,0.000089,0.000160,0.000107,0.000096,0.000170,0.000110,0.000096,0.000170,0.000106,0.000096
25,0.99813,0.000168,0.000109,0.000094,0.000159,0.000098,0.000089,0.000159,0.000106,0.000095,0.000169,0.000106,0.000096,0.000168,0.000106,0.000095
26,0.99798,0.000167,0.000107,0.000094,0.000160,0.000099,0.000088,0.000168,0.000107,0.000096,0.000171,0.000107,0.000097,0.000168,0.000110,0.000101
27,0.99783,0.000178,0.000107,0.000094,0.000158,0.000100,0.000088,0.000159,0.000105,0.000100,0.000169,0.000107,0.000095,0.000168,0.000106,0.000095
28,0.99767,0.000167,0.000107,0.000094,0.000165,0.000099,0.000089,0.000158,0.000106,0.000097,0.000171,0.000107,0.000096,0.000176,0.000106,0.000096
29,0.99751,0.000171,0.000106,0.000094,0.000159,0.000098,0.000092,0.000159,0.000105,0.000096,0.000172,0.000105,0.000099,0.000169,0.000105,0.000095
30,0.99734,0.000168,0.000107,0.000094,0.000158,0.000098,0.000089,0.000160,0.000107,0.000096,0.000170,0.000106,0.000095,0.000171,0.000107,0.000097
31,0.99717,0.000168,0.000106,0.000094,0.000159,0.000099,0.000088,0.000159,0.000111,0.000096,0.000169,0.000106,0.000096,0.000168,0.000106,0.000096
32,0.99699,0.000174,0.000106,0.000094,0.000161,0.000103,0.000090,0.000163,0.000107,0.000095,0.000170,0.000107,0.000095,0.000171,0.000107,0.000095
33,0.99681,0.000171,0.000112,0.000098,0.000159,0.000098,0.000088,0.000159,0.000106,0.000096,0.000168,0.000113,0.000096,0.000168,0.000106,0.000095
34,0.99662,0.000167,0.000107,0.000094,0.000164,0.000098,0.000089,0.000160,0.000106,0.000096,0.000167,0.000107,0.000095,0.000176,0.000107,0.000096
35,0.99643,0.000171,0.000106,0.000094,0.000159,0.000098,0.000088,0.000159,0.000106,0.000096,0.000173,0.000106,0.000095,0.000168,0.000110,0.000096
36,0.99623,0.000167,0.000107,0.000094,0.000160,0.000098,0.000089,0.000160,0.000106,0.000096,0.000168,0.000106,0.000095,0.000170,0.000106,0.000095
37,0.99603,0.000171,0.000106,0.000094,0.000159,0.000098,0.000089,0.000159,0.000107,0.000101,0.000169,0.000106,0.000095,0.000169,0.000106,0.000101
38,0.99582,0.000172,0.000106,0.000093,0.000161,0.000097,0.000089,0.000162,0.000105,0.000096,0.000170,0.000106,0.000096,0.000171,0.000107,0.000096
39,0.99561,0.000168,0.000107,0.000094,0.000159,0.000098,0.000089,0.000159,0.000107,0.000096,0.000168,0.000105,0.000102,0.000169,0.000106,0.000096
40,0.99539,0.000167,0.000107,0.000094,0.000160,0.000098,0.000093,0.000160,0.000106,0.000095,0.000171,0.000106,0.000096,0.000176,0.000107,0.000095
41,0.99517,0.000171,0.000106,0.000094,0.000164,0.000098,0.000089,0.000158,0.000109,0.000096,0.000175,0.000106,0.000095,0.000169,0.000106,0.000095
42,0.99494,0.000168,0.000110,0.000094,0.000158,0.000101,0.000089,0.000161,0.000106,0.000096,0.000170,0.000113,0.000095,0.000170,0.000107,0.000096
43,0.99471,0.000168,0.000107,0.000099,0.000159,0.000099,0.000090,0.000159,0.000106,0.000096,0.000169,0.000105,0.000095,0.000168,0.000106,0.000096
44,0.99448,0.000172,0.000106,0.000094,0.000160,0.000098,0.000089,0.000165,0.000106,0.000096,0.000170,0.000107,0.000097,0.000171,0.000119,0.000096
45,0.99424,0.000169,0.000106,0.000094,0.000159,0.000099,0.000088,0.000159,0.000106,0.000096,0.000169,0.000105,0.000096,0.000169,0.000106,0.000096
