passo,valor_central,tempo
1068,54.47654676,0.001261
1069,54.44733704,0.001238
1070,54.41814619,0.001254
1071,54.38897421,0.001241
1072,54.35982108,0.001255
1073,54.33068678,0.001244
1074,54.30157130,0.001262
1075,54.27247462,0.001241
1076,54.24339674,0.001257
1077,54.21433764,0.001247
1078,54.18529731,0.001256
1079,54.15627572,0.001244
1080,54.12727288,0.001261
1081,54.09828876,0.001239
1082,54.06932335,0.001261
1083,54.04037665,0.001237
1084,54.01144862,0.001257
1085,53.98253927,0.001240
1086,53.95364857,0.001259
1087,53.92477652,0.001240
1088,53.89592310,0.001264
1089,53.86708830,0.001247
1090,53.83827210,0.001253
1091,53.80947449,0.001243
1092,53.78069545,0.001258
1093,53.75193498,0.001244
1094,53.72319306,0.001261
1095,53.69446968,0.001243
1096,53.66576482,0.001266
1097,53.63707847,0.001251
1098,53.60841062,0.001262
1099,53.57976124,0.001244
1100,53.55113034,0.001259
1101,53.52251790,0.001252
1102,53.49392389,0.001256
1103,53.46534832,0.001241
1104,53.43679116,0.001261
1105,53.40825241,0.001241
1106,53.37973204,0.001258
1107,53.35123006,0.001238
1108,53.32274643,0.001254
1109,53.29428116,0.001239
1110,53.26583422,0.001261
1111,53.23740560,0.001238
1112,53.20899530,0.001256
1113,53.18060329,0.001246
1114,53.15222956,0.001260
1115,53.12387411,0.001239
1116,53.09553691,0.001263
1117,53.06721796,0.001242
1118,53.03891724,0.001259
1119,53.01063473,0.001240
1120,52.98237043,0.001257
1121,52.95412432,0.001243
1122,52.92589639,0.001261
1123,52.89768663,0.001246
1124,52.86949501,0.001263
1125,52.84132154,0.001248
1126,52.81316619,0.001267
1127,52.78502895,0.001249
1128,52.75690982,0.001266
1129,52.72880877,0.001249
1130,52.70072579,0.001263
1131,52.67266088,0.001246
1132,52.64461401,0.001271
1133,52.61658518,0.001246
1134,52.58857436,0.001278
1135,52.56058156,0.001246
1136,52.53260675,0.001270
1137,52.50464993,0.001254
1138,52.47671107,0.001273
1139,52.44879017,0.001251
1140,52.42088722,0.001271
1141,52.39300219,0.001253
1142,52.36513509,0.001267
1143,52.33728588,0.001254
1144,52.30945457,0.001265
1145,52.28164114,0.001252
1146,52.25384558,0.001264
1147,52.22606787,0.001248
1148,52.19830799,0.001267
1149,52.17056595,0.001253
1150,52.14284172,0.001267
1151,52.11513529,0.001249
1152,52.08744666,0.001261
1153,52.05977579,0.001255
1154,52.03212270,0.001265
1155,52.00448735,0.001250
1156,51.97686974,0.001269
1157,51.94926985,0.001250
1158,51.92168768,0.001266
1159,51.89412321,0.001250
1160,51.86657642,0.001265
1161,51.83904731,0.001242
1162,51.81153586,0.001274
1163,51.78404206,0.001248
1164,51.75656589,0.001264
1165,51.72910735,0.001247
1166,51.70166642,0.001267
1167,51.67424308,0.001251
1168,51.64683733,0.001263
1169,51.61944916,0.001245
1170,51.59207854,0.001254
1171,51.56472547,0.001243
1172,51.53738994,0.001259
1173,51.51007192,0.001248
1174,51.48277142,0.001259
1175,51.45548841,0.001242
1176,51.42822289,0.001257
1177,51.40097484,0.001248
1178,51.37374425,0.001259
1179,51.34653110,0.001240
1180,51.31933539,0.001263
1181,51.29215710,0.001248
1182,51.26499622,0.001257
1183,51.23785274,0.001243
1184,51.21072664,0.001270
1185,51.18361791,0.001257
1186,51.15652654,0.001270
1187,51.12945251,0.001248
1188,51.10239582,0.001259
1189,51.07535645,0.001245
1190,51.04833439,0.001261
1191,51.02132963,0.001243
1192,50.99434215,0.001263
1193,50.96737194,0.001242
1194,50.94041900,0.001263
1195,50.91348330,0.001242
1196,50.88656483,0.001261
1197,50.85966358,0.001238
1198,50.83277955,0.001261
1199,50.80591271,0.001243
1200,50.77906306,0.001260
1201,50.75223058,0.001246
1202,50.72541526,0.001258
1203,50.69861709,0.001243
1204,50.67183606,0.001256
1205,50.64507214,0.001252
1206,50.61832534,0.001261
1207,50.59159564,0.001240
1208,50.56488302,0.001262
1209,50.53818748,0.001244
1210,50.51150900,0.001262
1211,50.48484758,0.001242
1212,50.45820318,0.001257
1213,50.43157582,0.001240
1214,50.40496546,0.001258
1215,50.37837211,0.001240
1216,50.35179575,0.001261
1217,50.32523636,0.001244
1218,50.29869394,0.001260
1219,50.27216846,0.001244
1220,50.24565993,0.001262
1221,50.21916833,0.001243
1222,50.19269364,0.001260
1223,50.16623586,0.001249
1224,50.13979497,0.001262
1225,50.11337095,0.001247
1226,50.08696381,0.001262
1227,50.06057351,0.001237
1228,50.03420007,0.001260
1229,50.00784345,0.001241
1230,49.98150365,0.001255
1231,49.95518066,0.001240
1232,49.92887446,0.001258
1233,49.90258505,0.001243
1234,49.87631241,0.001256
1235,49.85005652,0.001241
1236,49.82381738,0.001263
1237,49.79759498,0.001242
1238,49.77138930,0.001268
1239,49.74520033,0.001238
1240,49.71902806,0.001260
1241,49.69287247,0.001245
1242,49.66673356,0.001257
1243,49.64061132,0.001244
1244,49.61450572,0.001264
1245,49.58841676,0.001241
1246,49.56234443,0.001258
1247,49.53628872,0.001241
1248,49.51024960,0.001255
1249,49.48422708,0.001242
1250,49.45822114,0.001262
1251,49.43223177,0.001241
1252,49.40625895,0.001261
1253,49.38030268,0.001243
1254,49.35436294,0.001259
1255,49.32843971,0.001243
1256,49.30253300,0.001258
1257,49.27664278,0.001241
1258,49.25076905,0.001256
1259,49.22491179,0.001239
1260,49.19907100,0.001264
1261,49.17324665,0.001241
1262,49.14743874,0.001259
1263,49.12164725,0.001244
1264,49.09587218,0.001258
1265,49.07011351,0.001244
1266,49.04437123,0.001265
1267,49.01864533,0.001237
1268,48.99293580,0.001258
1269,48.96724262,0.001243
1270,48.94156579,0.001255
1271,48.91590529,0.001241
1272,48.89026111,0.001255
1273,48.86463324,0.001252
1274,48.83902166,0.001259
1275,48.81342638,0.001242
1276,48.78784736,0.001260
1277,48.76228461,0.001239
1278,48.73673810,0.001256
1279,48.71120784,0.001239
1280,48.68569380,0.001259
1281,48.66019598,0.001247
1282,48.63471437,0.001257
1283,48.60924894,0.001240
1284,48.58379970,0.001260
1285,48.55836662,0.001247
1286,48.53294971,0.001258
1287,48.50754894,0.001240
1288,48.48216430,0.001260
1289,48.45679579,0.001243
1290,48.43144339,0.001263
1291,48.40610709,0.001239
1292,48.38078688,0.001260
1293,48.35548274,0.001244
1294,48.33019468,0.001262
1295,48.30492266,0.001249
1296,48.27966669,0.001264
1297,48.25442675,0.001241
1298,48.22920283,0.001252
1299,48.20399492,0.001248
1300,48.17880300,0.001262
1301,48.15362707,0.001239
1302,48.12846712,0.001262
1303,48.10332313,0.001247
1304,48.07819509,0.001260
1305,48.05308298,0.001243
1306,48.02798681,0.001262
1307,48.00290656,0.001244
1308,47.97784221,0.001260
1309,47.95279375,0.001241
1310,47.92776118,0.001255
1311,47.90274448,0.001244
1312,47.87774364,0.001258
1313,47.85275866,0.001248
1314,47.82778950,0.001262
1315,47.80283618,0.001242
1316,47.77789867,0.001255
1317,47.75297696,0.001247
1318,47.72807105,0.001261
1319,47.70318092,0.001241
1320,47.67830656,0.001259
1321,47.65344796,0.001239
1322,47.62860510,0.001263
1323,47.60377799,0.001245
1324,47.57896659,0.001263
1325,47.55417092,0.001243
1326,47.52939094,0.001259
1327,47.50462666,0.001242
1328,47.47987806,0.001263
1329,47.45514512,0.001241
1330,47.43042785,0.001267
1331,47.40572622,0.001243
1332,47.38104023,0.001262
1333,47.35636986,0.001243
1334,47.33171511,0.001260
1335,47.30707596,0.001243
1336,47.28245240,0.001259
1337,47.25784442,0.001242
1338,47.23325201,0.001255
1339,47.20867516,0.001241
1340,47.18411386,0.001261
1341,47.15956809,0.001239
1342,47.13503785,0.001262
1343,47.11052312,0.001240
1344,47.08602389,0.001260
1345,47.06154016,0.001253
1346,47.03707190,0.001260
1347,47.01261912,0.001244
1348,46.98818179,0.001259
1349,46.96375991,0.001242
1350,46.93935347,0.001259
1351,46.91496246,0.001245
1352,46.89058686,0.001258
1353,46.86622666,0.001244
1354,46.84188186,0.001262
1355,46.81755244,0.001238
1356,46.79323839,0.001258
1357,46.76893970,0.001241
1358,46.74465636,0.001259
1359,46.72038835,0.001242
1360,46.69613568,0.001262
1361,46.67189832,0.001243
1362,46.64767626,0.001262
1363,46.62346950,0.001238
1364,46.59927803,0.001256
1365,46.57510183,0.001246
1366,46.55094089,0.001259
1367,46.52679520,0.001241
1368,46.50266475,0.001261
1369,46.47854953,0.001244
1370,46.45444953,0.001258
1371,46.43036473,0.001239
1372,46.40629514,0.001257
1373,46.38224073,0.001241
1374,46.35820149,0.001265
1375,46.33417742,0.001237
1376,46.31016851,0.001255
1377,46.28617474,0.001250
1378,46.26219610,0.001258
1379,46.23823258,0.001239
1380,46.21428417,0.001258
1381,46.19035086,0.001243
1382,46.16643264,0.001255
1383,46.14252951,0.001241
1384,46.11864143,0.001260
1385,46.09476842,0.001241
1386,46.07091045,0.001259
1387,46.04706752,0.001243
1388,46.02323962,0.001258
1389,45.99942672,0.001241
1390,45.97562884,0.001258
1391,45.95184594,0.001244
1392,45.92807803,0.001261
1393,45.90432509,0.001241
1394,45.88058711,0.001256
1395,45.85686409,0.001241
1396,45.83315600,0.001260
1397,45.80946284,0.001244
1398,45.78578460,0.001260
1399,45.76212127,0.001242
1400,45.73847284,0.001264
1401,45.71483930,0.001244
1402,45.69122063,0.001262
1403,45.66761682,0.001245
1404,45.64402788,0.001262
1405,45.62045378,0.001244
1406,45.59689451,0.001256
1407,45.57335007,0.001244
1408,45.54982044,0.001262
1409,45.52630561,0.001244
1410,45.50280558,0.001258
1411,45.47932032,0.001244
1412,45.45584984,0.001256
1413,45.43239412,0.001240
1414,45.40895315,0.001254
1415,45.38552693,0.001239
1416,45.36211543,0.001260
1417,45.33871865,0.001246
1418,45.31533658,0.001262
1419,45.29196920,0.001238
1420,45.26861652,0.001254
1421,45.24527851,0.001243
1422,45.22195517,0.001255
1423,45.19864649,0.001239
1424,45.17535245,0.001258
1425,45.15207305,0.001238
1426,45.12880828,0.001261
1427,45.10555812,0.001239
1428,45.08232257,0.001256
1429,45.05910161,0.001239
1430,45.03589523,0.001263
1431,45.01270343,0.001241
1432,44.98952619,0.001254
1433,44.96636351,0.001242
1434,44.94321537,0.001256
1435,44.92008176,0.001242
1436,44.89696267,0.001260
1437,44.87385810,0.001236
1438,44.85076803,0.001257
1439,44.82769245,0.001238
1440,44.80463135,0.001258
1441,44.78158472,0.001251
1442,44.75855255,0.001254
1443,44.73553484,0.001239
1444,44.71253156,0.001260
1445,44.68954271,0.001242
1446,44.66656829,0.001260
1447,44.64360827,0.001241
1448,44.62066266,0.001267
1449,44.59773143,0.001240
1450,44.57481459,0.001256
1451,44.55191211,0.001239
1452,44.52902399,0.001261
1453,44.50615022,0.001236
1454,44.48329079,0.001258
1455,44.46044568,0.001236
1456,44.43761490,0.001258
1457,44.41479842,0.001246
1458,44.39199625,0.001262
1459,44.36920836,0.001247
1460,44.34643474,0.001262
1461,44.32367540,0.001244
1462,44.30093031,0.001259
1463,44.27819947,0.001265
1464,44.25548287,0.001266
1465,44.23278050,0.001246
1466,44.21009234,0.001264
1467,44.18741840,0.001240
1468,44.16475865,0.001265
1469,44.14211308,0.001240
1470,44.11948170,0.001257
1471,44.09686448,0.001242
1472,44.07426142,0.001254
1473,44.05167250,0.001251
1474,44.02909773,0.001258
1475,44.00653708,0.001236
1476,43.98399055,0.001262
1477,43.96145812,0.001240
1478,43.93893980,0.001256
1479,43.91643556,0.001243
1480,43.89394540,0.001259
1481,43.87146930,0.001245
1482,43.84900727,0.001258
1483,43.82655928,0.001237
1484,43.80412533,0.001258
1485,43.78170541,0.001243
1486,43.75929951,0.001259
1487,43.73690761,0.001246
1488,43.71452971,0.001258
1489,43.69216581,0.001242
1490,43.66981588,0.001253
1491,43.64747992,0.001240
1492,43.62515791,0.001254
1493,43.60284986,0.001239
1494,43.58055575,0.001257
1495,43.55827556,0.001234
1496,43.53600930,0.001262
1497,43.51375694,0.001241
1498,43.49151849,0.001255
1499,43.46929392,0.001238
1500,43.44708324,0.001257
1501,43.42488643,0.001242
1502,43.40270347,0.001264
1503,43.38053437,0.001240
1504,43.35837911,0.001257
1505,43.33623768,0.001246
1506,43.31411008,0.001253
1507,43.29199628,0.001239
1508,43.26989629,0.001256
1509,43.24781009,0.001239
1510,43.22573767,0.001256
1511,43.20367903,0.001243
1512,43.18163415,0.001256
1513,43.15960302,0.001240
1514,43.13758564,0.001257
1515,43.11558199,0.001245
1516,43.09359206,0.001260
1517,43.07161586,0.001242
1518,43.04965335,0.001259
1519,43.02770455,0.001247
1520,43.00576942,0.001256
1521,42.98384798,0.001241
1522,42.96194020,0.001260
1523,42.94004608,0.001244
1524,42.91816561,0.001253
1525,42.89629877,0.001240
1526,42.87444557,0.001257
1527,42.85260598,0.001232
1528,42.83078000,0.001262
1529,42.80896762,0.001246
1530,42.78716884,0.001255
1531,42.76538363,0.001242
1532,42.74361199,0.001252
1533,42.72185392,0.001239
1534,42.70010939,0.001257
1535,42.67837841,0.001236
1536,42.65666096,0.001259
1537,42.63495704,0.001239
1538,42.61326663,0.001256
1539,42.59158972,0.001242
1540,42.56992631,0.001257
1541,42.54827638,0.001236
1542,42.52663993,0.001258
1543,42.50501695,0.001240
1544,42.48340742,0.001260
1545,42.46181134,0.001247
1546,42.44022870,0.001256
1547,42.41865949,0.001237
1548,42.39710369,0.001256
1549,42.37556131,0.001240
1550,42.35403232,0.001258
1551,42.33251673,0.001237
1552,42.31101452,0.001255
1553,42.28952568,0.001241
1554,42.26805020,0.001256
1555,42.24658808,0.001241
1556,42.22513930,0.001256
1557,42.20370385,0.001237
1558,42.18228173,0.001259
1559,42.16087293,0.001245
1560,42.13947743,0.001262
1561,42.11809523,0.001250
1562,42.09672632,0.001269
1563,42.07537068,0.001248
1564,42.05402832,0.001265
1565,42.03269921,0.001252
1566,42.01138336,0.001269
1567,41.99008075,0.001247
1568,41.96879136,0.001273
1569,41.94751520,0.001258
1570,41.92625226,0.001271
1571,41.90500252,0.001249
1572,41.88376597,0.001269
1573,41.86254261,0.001253
1574,41.84133242,0.001267
1575,41.82013541,0.001251
1576,41.79895155,0.001268
1577,41.77778083,0.001250
1578,41.75662326,0.001264
1579,41.73547882,0.001250
1580,41.71434750,0.001279
1581,41.69322929,0.001245
1582,41.67212418,0.001274
1583,41.65103217,0.001247
1584,41.62995324,0.001264
1585,41.60888739,0.001249
1586,41.58783460,0.001268
1587,41.56679487,0.001252
1588,41.54576818,0.001268
1589,41.52475454,0.001253
1590,41.50375392,0.001267
1591,41.48276633,0.001251
1592,41.46179174,0.001275
1593,41.44083016,0.001252
1594,41.41988157,0.001267
1595,41.39894596,0.001253
1596,41.37802333,0.001271
1597,41.35711366,0.001249
1598,41.33621695,0.001271
1599,41.31533319,0.001255
1600,41.29446236,0.001274
1601,41.27360447,0.001248
1602,41.25275949,0.001270
1603,41.23192743,0.001246
1604,41.21110827,0.001258
1605,41.19030200,0.001241
1606,41.16950861,0.001268
1607,41.14872810,0.001247
1608,41.12796046,0.001270
1609,41.10720567,0.001243
1610,41.08646373,0.001258
1611,41.06573463,0.001240
1612,41.04501836,0.001258
1613,41.02431491,0.001241
1614,41.00362427,0.001263
1615,40.98294644,0.001245
1616,40.96228140,0.001263
1617,40.94162914,0.001244
1618,40.92098967,0.001254
1619,40.90036295,0.001243
1620,40.87974900,0.001259
1621,40.85914780,0.001241
1622,40.83855933,0.001262
1623,40.81798360,0.001246
1624,40.79742059,0.001261
1625,40.77687030,0.001244
1626,40.75633271,0.001261
1627,40.73580781,0.001244
1628,40.71529561,0.001262
1629,40.69479608,0.001245
1630,40.67430922,0.001257
1631,40.65383502,0.001246
1632,40.63337347,0.001258
1633,40.61292457,0.001243
1634,40.59248830,0.001260
1635,40.57206465,0.001239
1636,40.55165362,0.001261
1637,40.53125520,0.001248
1638,40.51086938,0.001257
1639,40.49049615,0.001242
1640,40.47013550,0.001253
1641,40.44978742,0.001239
1642,40.42945190,0.001260
1643,40.40912894,0.001243
1644,40.38881853,0.001262
1645,40.36852065,0.001243
1646,40.34823530,0.001257
1647,40.32796247,0.001243
1648,40.30770215,0.001260
1649,40.28745434,0.001239
1650,40.26721902,0.001254
1651,40.24699618,0.001247
1652,40.22678582,0.001256
1653,40.20658792,0.001239
1654,40.18640249,0.001253
1655,40.16622950,0.001238
1656,40.14606896,0.001255
1657,40.12592085,0.001248
1658,40.10578516,0.001258
1659,40.08566189,0.001242
1660,40.06555103,0.001260
1661,40.04545256,0.001239
1662,40.02536648,0.001260
1663,40.00529278,0.001246
1664,39.98523146,0.001262
1665,39.96518250,0.001240
1666,39.94514589,0.001256
1667,39.92512163,0.001243
1668,39.90510971,0.001260
1669,39.88511011,0.001242
1670,39.86512284,0.001252
1671,39.84514788,0.001240
1672,39.82518522,0.001264
1673,39.80523486,0.001244
1674,39.78529678,0.001258
1675,39.76537098,0.001242
1676,39.74545745,0.001261
1677,39.72555617,0.001241
1678,39.70566716,0.001257
1679,39.68579038,0.001238
1680,39.66592584,0.001253
1681,39.64607352,0.001243
1682,39.62623343,0.001256
1683,39.60640554,0.001241
1684,39.58658985,0.001264
1685,39.56678636,0.001238
1686,39.54699505,0.001259
1687,39.52721591,0.001242
1688,39.50744894,0.001259
1689,39.48769413,0.001240
1690,39.46795147,0.001262
1691,39.44822095,0.001239
1692,39.42850256,0.001261
1693,39.40879630,0.001237
1694,39.38910215,0.001254
1695,39.36942012,0.001239
1696,39.34975018,0.001262
1697,39.33009233,0.001250
1698,39.31044656,0.001260
1699,39.29081287,0.001241
1700,39.27119124,0.001256
1701,39.25158167,0.001244
1702,39.23198415,0.001263
1703,39.21239867,0.001242
1704,39.19282522,0.001259
1705,39.17326379,0.001246
1706,39.15371438,0.001262
1707,39.13417698,0.001240
1708,39.11465158,0.001256
1709,39.09513816,0.001244
1710,39.07563673,0.001261
1711,39.05614727,0.001245
1712,39.03666978,0.001262
1713,39.01720424,0.001239
1714,38.99775065,0.001264
1715,38.97830900,0.001245
1716,38.95887929,0.001255
1717,38.93946149,0.001238
1718,38.92005562,0.001264
1719,38.90066165,0.001240
1720,38.88127957,0.001257
1721,38.86190939,0.001243
1722,38.84255110,0.001263
1723,38.82320467,0.001239
1724,38.80387011,0.001262
1725,38.78454741,0.001236
1726,38.76523656,0.001256
1727,38.74593755,0.001242
1728,38.72665037,0.001261
1729,38.70737502,0.001246
1730,38.68811148,0.001264
1731,38.66885975,0.001243
1732,38.64961982,0.001259
1733,38.63039168,0.001249
1734,38.61117533,0.001259
1735,38.59197075,0.001240
1736,38.57277794,0.001262
1737,38.55359689,0.001249
1738,38.53442759,0.001266
1739,38.51527003,0.001244
1740,38.49612420,0.001261
1741,38.47699011,0.001244
1742,38.45786773,0.001256
1743,38.43875706,0.001240
1744,38.41965809,0.001262
1745,38.40057082,0.001246
1746,38.38149523,0.001259
1747,38.36243132,0.001239
1748,38.34337909,0.001257
1749,38.32433851,0.001242
1750,38.30530958,0.001252
1751,38.28629230,0.001241
1752,38.26728666,0.001260
1753,38.24829265,0.001246
1754,38.22931026,0.001261
1755,38.21033948,0.001246
1756,38.19138031,0.001264
1757,38.17243273,0.001243
1758,38.15349674,0.001265
1759,38.13457233,0.001250
1760,38.11565950,0.001258
1761,38.09675823,0.001247
1762,38.07786852,0.001258
1763,38.05899036,0.001242
1764,38.04012373,0.001262
1765,38.02126865,0.001241
1766,38.00242508,0.001257
1767,37.98359303,0.001244
1768,37.96477249,0.001258
1769,37.94596346,0.001244
1770,37.92716591,0.001258
1771,37.90837985,0.001238
1772,37.88960527,0.001260
1773,37.87084215,0.001244
1774,37.85209050,0.001260
1775,37.83335030,0.001243
1776,37.81462155,0.001263
1777,37.79590423,0.001240
1778,37.77719834,0.001262
1779,37.75850387,0.001246
1780,37.73982082,0.001259
1781,37.72114918,0.001242
1782,37.70248893,0.001258
1783,37.68384007,0.001241
1784,37.66520259,0.001260
1785,37.64657649,0.001245
1786,37.62796175,0.001256
1787,37.60935837,0.001241
1788,37.59076634,0.001260
1789,37.57218566,0.001245
1790,37.55361631,0.001264
1791,37.53505828,0.001240
1792,37.51651158,0.001263
1793,37.49797619,0.001242
1794,37.47945210,0.001261
1795,37.46093931,0.001242
1796,37.44243780,0.001259
1797,37.42394757,0.001279
1798,37.40546862,0.001278
1799,37.38700093,0.001234
1800,37.36854450,0.001260
1801,37.35009932,0.001239
1802,37.33166537,0.001262
1803,37.31324267,0.001244
1804,37.29483118,0.001258
1805,37.27643092,0.001233
1806,37.25804186,0.001255
1807,37.23966401,0.001244
1808,37.22129735,0.001259
1809,37.20294188,0.001244
1810,37.18459759,0.001253
1811,37.16626447,0.001239
1812,37.14794251,0.001259
1813,37.12963171,0.001242
1814,37.11133206,0.001260
1815,37.09304354,0.001246
1816,37.07476617,0.001262
1817,37.05649991,0.001243
1818,37.03824477,0.001254
1819,37.02000075,0.001240
1820,37.00176782,0.001254
1821,36.98354599,0.001246
1822,36.96533525,0.001258
1823,36.94713559,0.001245
1824,36.92894699,0.001264
1825,36.91076946,0.001244
1826,36.89260299,0.001261
1827,36.87444757,0.001240
1828,36.85630319,0.001258
1829,36.83816984,0.001240
1830,36.82004751,0.001269
1831,36.80193621,0.001242
1832,36.78383591,0.001258
1833,36.76574662,0.001241
1834,36.74766832,0.001255
1835,36.72960102,0.001250
1836,36.71154469,0.001263
1837,36.69349933,0.001239
1838,36.67546494,0.001263
1839,36.65744151,0.001242
1840,36.63942902,0.001261
1841,36.62142748,0.001240
1842,36.60343688,0.001260
1843,36.58545720,0.001243
1844,36.56748844,0.001257
1845,36.54953059,0.001242
1846,36.53158365,0.001258
1847,36.51364760,0.001241
1848,36.49572245,0.001260
1849,36.47780818,0.001244
1850,36.45990478,0.001258
1851,36.44201225,0.001241
1852,36.42413058,0.001256
1853,36.40625976,0.001239
1854,36.38839978,0.001257
1855,36.37055064,0.001242
1856,36.35271234,0.001258
1857,36.33488485,0.001245
1858,36.31706818,0.001254
1859,36.29926232,0.001242
1860,36.28146726,0.001255
1861,36.26368299,0.001239
1862,36.24590950,0.001255
1863,36.22814680,0.001238
1864,36.21039486,0.001260
1865,36.19265368,0.001242
1866,36.17492327,0.001256
1867,36.15720360,0.001243
1868,36.13949467,0.001254
1869,36.12179647,0.001239
1870,36.10410900,0.001261
1871,36.08643225,0.001240
1872,36.06876621,0.001267
1873,36.05111087,0.001240
1874,36.03346623,0.001261
1875,36.01583228,0.001243
1876,35.99820901,0.001256
1877,35.98059641,0.001240
1878,35.96299448,0.001257
1879,35.94540321,0.001242
1880,35.92782260,0.001263
1881,35.91025262,0.001240
1882,35.89269329,0.001259
1883,35.87514459,0.001237
1884,35.85760650,0.001261
1885,35.84007904,0.001240
1886,35.82256218,0.001252
1887,35.80505593,0.001240
1888,35.78756027,0.001257
1889,35.77007519,0.001248
1890,35.75260070,0.001255
1891,35.73513677,0.001240
1892,35.71768341,0.001261
1893,35.70024061,0.001235
1894,35.68280836,0.001263
1895,35.66538665,0.001238
1896,35.64797548,0.001267
1897,35.63057484,0.001237
1898,35.61318471,0.001263
1899,35.59580511,0.001245
1900,35.57843600,0.001259
1901,35.56107740,0.001243
1902,35.54372929,0.001253
1903,35.52639167,0.001245
1904,35.50906452,0.001254
1905,35.49174785,0.001247
1906,35.47444163,0.001255
1907,35.45714588,0.001242
1908,35.43986057,0.001256
1909,35.42258571,0.001243
1910,35.40532128,0.001262
1911,35.38806728,0.001244
1912,35.37082370,0.001259
1913,35.35359053,0.001239
1914,35.33636777,0.001258
1915,35.31915541,0.001243
1916,35.30195344,0.001255
1917,35.28476185,0.001239
1918,35.26758064,0.001251
1919,35.25040981,0.001242
1920,35.23324933,0.001257
1921,35.21609922,0.001248
1922,35.19895945,0.001259
1923,35.18183002,0.001235
1924,35.16471093,0.001266
1925,35.14760217,0.001240
1926,35.13050373,0.001257
1927,35.11341560,0.001243
1928,35.09633778,0.001262
1929,35.07927026,0.001241
1930,35.06221303,0.001262
1931,35.04516609,0.001237
1932,35.02812943,0.001255
1933,35.01110303,0.001243
1934,34.99408691,0.001256
1935,34.97708104,0.001243
1936,34.96008542,0.001263
1937,34.94310004,0.001237
1938,34.92612490,0.001252
1939,34.90915999,0.001244
1940,34.89220530,0.001255
1941,34.87526083,0.001245
1942,34.85832656,0.001252
1943,34.84140250,0.001241
1944,34.82448863,0.001260
1945,34.80758495,0.001239
1946,34.79069145,0.001256
1947,34.77380812,0.001245
1948,34.75693496,0.001256
1949,34.74007196,0.001242
1950,34.72321911,0.001255
1951,34.70637640,0.001244
1952,34.68954384,0.001262
1953,34.67272141,0.001241
1954,34.65590910,0.001256
1955,34.63910691,0.001238
1956,34.62231483,0.001260
1957,34.60553285,0.001249
1958,34.58876097,0.001260
1959,34.57199919,0.001245
1960,34.55524748,0.001269
1961,34.53850585,0.001243
1962,34.52177429,0.001254
1963,34.50505280,0.001241
1964,34.48834136,0.001256
1965,34.47163996,0.001241
1966,34.45494861,0.001259
1967,34.43826730,0.001240
1968,34.42159601,0.001262
1969,34.40493475,0.001235
1970,34.38828350,0.001261
1971,34.37164225,0.001243
1972,34.35501101,0.001267
1973,34.33838976,0.001249
1974,34.32177850,0.001262
1975,34.30517722,0.001244
1976,34.28858591,0.001260
1977,34.27200457,0.001243
1978,34.25543319,0.001260
1979,34.23887177,0.001244
1980,34.22232029,0.001257
1981,34.20577874,0.001235
1982,34.18924714,0.001255
1983,34.17272545,0.001247
1984,34.15621369,0.001263
1985,34.13971184,0.001247
1986,34.12321989,0.001262
1987,34.10673785,0.001241
1988,34.09026569,0.001261
1989,34.07380342,0.001238
1990,34.05735103,0.001255
1991,34.04090851,0.001240
1992,34.02447586,0.001261
1993,34.00805306,0.001242
1994,33.99164012,0.001259
1995,33.97523702,0.001251
1996,33.95884376,0.001264
1997,33.94246033,0.001244
1998,33.92608672,0.001279
1999,33.90972294,0.001256
