passo,valor_central,tempo
528,73.40986105,0.001261
529,73.36814324,0.001243
530,73.32645353,0.001252
531,73.28479190,0.001237
532,73.24315831,0.001255
533,73.20155275,0.001239
534,73.15997521,0.001251
535,73.11842565,0.001243
536,73.07690406,0.001262
537,73.03541042,0.001243
538,72.99394471,0.001261
539,72.95250689,0.001240
540,72.91109697,0.001256
541,72.86971490,0.001245
542,72.82836068,0.001257
543,72.78703428,0.001242
544,72.74573569,0.001259
545,72.70446487,0.001242
546,72.66322181,0.001262
547,72.62200649,0.001239
548,72.58081889,0.001263
549,72.53965898,0.001241
550,72.49852676,0.001255
551,72.45742218,0.001242
552,72.41634525,0.001253
553,72.37529592,0.001244
554,72.33427419,0.001262
555,72.29328004,0.001235
556,72.25231344,0.001262
557,72.21137436,0.001242
558,72.17046281,0.001258
559,72.12957874,0.001235
560,72.08872214,0.001260
561,72.04789299,0.001245
562,72.00709127,0.001260
563,71.96631696,0.001241
564,71.92557004,0.001257
565,71.88485049,0.001242
566,71.84415828,0.001259
567,71.80349340,0.001239
568,71.76285583,0.001267
569,71.72224554,0.001237
570,71.68166252,0.001261
571,71.64110675,0.001241
572,71.60057820,0.001259
573,71.56007686,0.001242
574,71.51960270,0.001259
575,71.47915570,0.001242
576,71.43873585,0.001261
577,71.39834313,0.001248
578,71.35797750,0.001259
579,71.31763896,0.001239
580,71.27732749,0.001259
581,71.23704305,0.001244
582,71.19678564,0.001259
583,71.15655524,0.001244
584,71.11635181,0.001254
585,71.07617535,0.001239
586,71.03602583,0.001258
587,70.99590323,0.001243
588,70.95580753,0.001258
589,70.91573872,0.001243
590,70.87569676,0.001254
591,70.83568165,0.001240
592,70.79569337,0.001260
593,70.75573188,0.001243
594,70.71579718,0.001263
595,70.67588923,0.001240
596,70.63600803,0.001258
597,70.59615356,0.001242
598,70.55632578,0.001257
599,70.51652469,0.001238
600,70.47675026,0.001261
601,70.43700247,0.001243
602,70.39728130,0.001256
603,70.35758674,0.001240
604,70.31791876,0.001258
605,70.27827735,0.001239
606,70.23866247,0.001261
607,70.19907413,0.001238
608,70.15951228,0.001261
609,70.11997692,0.001245
610,70.08046802,0.001259
611,70.04098557,0.001241
612,70.00152955,0.001263
613,69.96209993,0.001243
614,69.92269669,0.001258
615,69.88331983,0.001240
616,69.84396930,0.001256
617,69.80464511,0.001241
618,69.76534722,0.001258
619,69.72607562,0.001240
620,69.68683029,0.001258
621,69.64761121,0.001241
622,69.60841835,0.001256
623,69.56925171,0.001238
624,69.53011126,0.001259
625,69.49099697,0.001240
626,69.45190884,0.001252
627,69.41284684,0.001243
628,69.37381095,0.001256
629,69.33480116,0.001230
630,69.29581743,0.001261
631,69.25685976,0.001242
632,69.21792813,0.001252
633,69.17902251,0.001239
634,69.14014289,0.001256
635,69.10128924,0.001241
636,69.06246156,0.001258
637,69.02365981,0.001240
638,68.98488397,0.001256
639,68.94613404,0.001234
640,68.90740999,0.001257
641,68.86871180,0.001245
642,68.83003945,0.001257
643,68.79139292,0.001241
644,68.75277220,0.001257
645,68.71417726,0.001236
646,68.67560808,0.001262
647,68.63706466,0.001238
648,68.59854695,0.001257
649,68.56005496,0.001237
650,68.52158865,0.001254
651,68.48314802,0.001236
652,68.44473303,0.001255
653,68.40634368,0.001237
654,68.36797993,0.001253
655,68.32964178,0.001240
656,68.29132921,0.001258
657,68.25304219,0.001244
658,68.21478071,0.001264
659,68.17654474,0.001237
660,68.13833427,0.001257
661,68.10014928,0.001239
662,68.06198975,0.001254
663,68.02385567,0.001239
664,67.98574700,0.001258
665,67.94766374,0.001242
666,67.90960587,0.001254
667,67.87157336,0.001238
668,67.83356620,0.001259
669,67.79558437,0.001243
670,67.75762784,0.001258
671,67.71969661,0.001240
672,67.68179065,0.001262
673,67.64390994,0.001251
674,67.60605447,0.001258
675,67.56822422,0.001235
676,67.53041916,0.001256
677,67.49263928,0.001238
678,67.45488456,0.001257
679,67.41715498,0.001247
680,67.37945052,0.001254
681,67.34177117,0.001239
682,67.30411690,0.001256
683,67.26648770,0.001239
684,67.22888355,0.001259
685,67.19130443,0.001239
686,67.15375031,0.001258
687,67.11622120,0.001242
688,67.07871705,0.001268
689,67.04123786,0.001248
690,67.00378361,0.001262
691,66.96635427,0.001253
692,66.92894984,0.001265
693,66.89157029,0.001248
694,66.85421560,0.001262
695,66.81688575,0.001254
696,66.77958074,0.001274
697,66.74230052,0.001251
698,66.70504510,0.001264
699,66.66781445,0.001252
700,66.63060856,0.001265
701,66.59342739,0.001248
702,66.55627095,0.001271
703,66.51913920,0.001256
704,66.48203213,0.001265
705,66.44494972,0.001253
706,66.40789196,0.001272
707,66.37085882,0.001246
708,66.33385029,0.001265
709,66.29686634,0.001246
710,66.25990697,0.001263
711,66.22297215,0.001239
712,66.18606186,0.001266
713,66.14917608,0.001250
714,66.11231481,0.001268
715,66.07547801,0.001253
716,66.03866568,0.001264
717,66.00187778,0.001247
718,65.96511432,0.001265
719,65.92837526,0.001249
720,65.89166059,0.001266
721,65.85497029,0.001247
722,65.81830434,0.001259
723,65.78166273,0.001247
724,65.74504543,0.001268
725,65.70845243,0.001254
726,65.67188372,0.001259
727,65.63533927,0.001246
728,65.59881906,0.001270
729,65.56232308,0.001243
730,65.52585131,0.001267
731,65.48940373,0.001248
732,65.45298032,0.001262
733,65.41658107,0.001239
734,65.38020595,0.001265
735,65.34385496,0.001240
736,65.30752807,0.001258
737,65.27122526,0.001243
738,65.23494652,0.001263
739,65.19869183,0.001243
740,65.16246116,0.001260
741,65.12625451,0.001241
742,65.09007186,0.001253
743,65.05391319,0.001245
744,65.01777847,0.001258
745,64.98166769,0.001240
746,64.94558085,0.001260
747,64.90951790,0.001243
748,64.87347885,0.001256
749,64.83746367,0.001242
750,64.80147234,0.001255
751,64.76550485,0.001238
752,64.72956117,0.001257
753,64.69364130,0.001240
754,64.65774521,0.001258
755,64.62187289,0.001239
756,64.58602432,0.001253
757,64.55019947,0.001246
758,64.51439834,0.001256
759,64.47862091,0.001246
760,64.44286715,0.001261
761,64.40713706,0.001243
762,64.37143061,0.001257
763,64.33574778,0.001235
764,64.30008856,0.001259
765,64.26445294,0.001239
766,64.22884089,0.001253
767,64.19325239,0.001238
768,64.15768743,0.001255
769,64.12214600,0.001251
770,64.08662807,0.001257
771,64.05113363,0.001244
772,64.01566265,0.001258
773,63.98021513,0.001237
774,63.94479104,0.001257
775,63.90939037,0.001240
776,63.87401310,0.001257
777,63.83865922,0.001246
778,63.80332870,0.001257
779,63.76802153,0.001243
780,63.73273769,0.001251
781,63.69747716,0.001245
782,63.66223994,0.001257
783,63.62702599,0.001241
784,63.59183530,0.001260
785,63.55666786,0.001242
786,63.52152365,0.001257
787,63.48640265,0.001237
788,63.45130485,0.001259
789,63.41623022,0.001240
790,63.38117875,0.001254
791,63.34615043,0.001237
792,63.31114523,0.001262
793,63.27616314,0.001233
794,63.24120414,0.001250
795,63.20626822,0.001247
796,63.17135536,0.001259
797,63.13646553,0.001240
798,63.10159873,0.001255
799,63.06675494,0.001241
800,63.03193414,0.001259
801,62.99713631,0.001246
802,62.96236144,0.001253
803,62.92760950,0.001240
804,62.89288049,0.001256
805,62.85817439,0.001240
806,62.82349117,0.001258
807,62.78883083,0.001241
808,62.75419334,0.001258
809,62.71957869,0.001240
810,62.68498686,0.001259
811,62.65041783,0.001243
812,62.61587160,0.001258
813,62.58134813,0.001241
814,62.54684742,0.001258
815,62.51236945,0.001237
816,62.47791419,0.001261
817,62.44348165,0.001237
818,62.40907178,0.001256
819,62.37468459,0.001239
820,62.34032006,0.001258
821,62.30597816,0.001239
822,62.27165888,0.001257
823,62.23736221,0.001242
824,62.20308813,0.001261
825,62.16883661,0.001242
826,62.13460765,0.001260
827,62.10040123,0.001233
828,62.06621733,0.001260
829,62.03205593,0.001238
830,61.99791703,0.001260
831,61.96380059,0.001235
832,61.92970661,0.001257
833,61.89563507,0.001245
834,61.86158595,0.001256
835,61.82755923,0.001239
836,61.79355491,0.001254
837,61.75957296,0.001237
838,61.72561336,0.001263
839,61.69167611,0.001246
840,61.65776117,0.001256
841,61.62386855,0.001242
842,61.58999821,0.001259
843,61.55615015,0.001238
844,61.52232435,0.001259
845,61.48852079,0.001238
846,61.45473946,0.001254
847,61.42098033,0.001238
848,61.38724340,0.001253
849,61.35352864,0.001235
850,61.31983604,0.001252
851,61.28616559,0.001245
852,61.25251727,0.001256
853,61.21889105,0.001239
854,61.18528694,0.001256
855,61.15170490,0.001241
856,61.11814492,0.001266
857,61.08460699,0.001239
858,61.05109109,0.001260
859,61.01759721,0.001241
860,60.98412532,0.001259
861,60.95067541,0.001238
862,60.91724747,0.001257
863,60.88384148,0.001238
864,60.85045743,0.001258
865,60.81709529,0.001246
866,60.78375505,0.001259
867,60.75043670,0.001239
868,60.71714022,0.001256
869,60.68386559,0.001243
870,60.65061280,0.001257
871,60.61738183,0.001240
872,60.58417266,0.001257
873,60.55098529,0.001242
874,60.51781969,0.001258
875,60.48467584,0.001242
876,60.45155374,0.001262
877,60.41845336,0.001244
878,60.38537469,0.001256
879,60.35231772,0.001236
880,60.31928242,0.001256
881,60.28626879,0.001242
882,60.25327680,0.001257
883,60.22030644,0.001240
884,60.18735769,0.001257
885,60.15443055,0.001242
886,60.12152499,0.001252
887,60.08864099,0.001247
888,60.05577854,0.001257
889,60.02293763,0.001244
890,59.99011824,0.001256
891,59.95732036,0.001236
892,59.92454396,0.001261
893,59.89178903,0.001238
894,59.85905556,0.001257
895,59.82634354,0.001238
896,59.79365293,0.001257
897,59.76098374,0.001247
898,59.72833594,0.001256
899,59.69570952,0.001243
900,59.66310446,0.001259
901,59.63052074,0.001242
902,59.59795836,0.001258
903,59.56541730,0.001239
904,59.53289753,0.001254
905,59.50039905,0.001237
906,59.46792184,0.001261
907,59.43546588,0.001238
908,59.40303116,0.001260
909,59.37061766,0.001240
910,59.33822537,0.001255
911,59.30585427,0.001242
912,59.27350434,0.001260
913,59.24117558,0.001238
914,59.20886796,0.001260
915,59.17658147,0.001236
916,59.14431609,0.001260
917,59.11207182,0.001238
918,59.07984862,0.001261
919,59.04764649,0.001244
920,59.01546542,0.001256
921,58.98330538,0.001243
922,58.95116636,0.001256
923,58.91904835,0.001247
924,58.88695133,0.001256
925,58.85487529,0.001240
926,58.82282021,0.001254
927,58.79078607,0.001238
928,58.75877286,0.001259
929,58.72678056,0.001245
930,58.69480916,0.001260
931,58.66285865,0.001246
932,58.63092901,0.001263
933,58.59902021,0.001242
934,58.56713226,0.001255
935,58.53526513,0.001241
936,58.50341881,0.001260
937,58.47159327,0.001244
938,58.43978852,0.001258
939,58.40800453,0.001240
940,58.37624128,0.001252
941,58.34449877,0.001241
942,58.31277697,0.001256
943,58.28107588,0.001239
944,58.24939547,0.001256
945,58.21773573,0.001242
946,58.18609665,0.001257
947,58.15447821,0.001242
948,58.12288039,0.001256
949,58.09130319,0.001244
950,58.05974658,0.001257
951,58.02821055,0.001248
952,57.99669509,0.001259
953,57.96520018,0.001244
954,57.93372581,0.001266
955,57.90227195,0.001239
956,57.87083861,0.001254
957,57.83942575,0.001238
958,57.80803337,0.001250
959,57.77666145,0.001240
960,57.74530998,0.001258
961,57.71397893,0.001243
962,57.68266831,0.001257
963,57.65137808,0.001241
964,57.62010825,0.001264
965,57.58885878,0.001236
966,57.55762967,0.001258
967,57.52642090,0.001240
968,57.49523246,0.001258
969,57.46406434,0.001245
970,57.43291651,0.001253
971,57.40178896,0.001239
972,57.37068168,0.001251
973,57.33959466,0.001243
974,57.30852787,0.001262
975,57.27748131,0.001235
976,57.24645495,0.001258
977,57.21544880,0.001242
978,57.18446282,0.001260
979,57.15349700,0.001246
980,57.12255134,0.001262
981,57.09162581,0.001239
982,57.06072040,0.001259
983,57.02983510,0.001241
984,56.99896989,0.001256
985,56.96812476,0.001243
986,56.93729969,0.001259
987,56.90649466,0.001236
988,56.87570967,0.001261
989,56.84494470,0.001238
990,56.81419974,0.001259
991,56.78347476,0.001238
992,56.75276976,0.001261
993,56.72208471,0.001238
994,56.69141962,0.001258
995,56.66077445,0.001241
996,56.63014921,0.001260
997,56.59954386,0.001242
998,56.56895840,0.001257
999,56.53839282,0.001243
1000,56.50784709,0.001262
1001,56.47732121,0.001244
1002,56.44681516,0.001255
1003,56.41632893,0.001239
1004,56.38586250,0.001258
1005,56.35541585,0.001239
1006,56.32498898,0.001252
1007,56.29458186,0.001242
1008,56.26419449,0.001260
1009,56.23382685,0.001243
1010,56.20347892,0.001258
1011,56.17315069,0.001239
1012,56.14284215,0.001256
1013,56.11255329,0.001240
1014,56.08228408,0.001260
1015,56.05203451,0.001242
1016,56.02180457,0.001258
1017,55.99159425,0.001243
1018,55.96140353,0.001259
1019,55.93123239,0.001238
1020,55.90108083,0.001259
1021,55.87094883,0.001238
1022,55.84083637,0.001265
1023,55.81074344,0.001240
1024,55.78067002,0.001258
1025,55.75061611,0.001248
1026,55.72058168,0.001257
1027,55.69056672,0.001245
1028,55.66057123,0.001262
1029,55.63059518,0.001245
1030,55.60063856,0.001259
1031,55.57070136,0.001238
1032,55.54078356,0.001261
1033,55.51088514,0.001245
1034,55.48100611,0.001257
1035,55.45114643,0.001239
1036,55.42130610,0.001253
1037,55.39148510,0.001239
1038,55.36168341,0.001254
1039,55.33190104,0.001245
1040,55.30213795,0.001266
1041,55.27239414,0.001244
1042,55.24266959,0.001263
1043,55.21296429,0.001244
1044,55.18327822,0.001261
1045,55.15361137,0.001238
1046,55.12396373,0.001251
1047,55.09433529,0.001243
1048,55.06472602,0.001255
1049,55.03513591,0.001242
1050,55.00556496,0.001259
1051,54.97601314,0.001236
1052,54.94648044,0.001257
1053,54.91696686,0.001241
1054,54.88747237,0.001259
1055,54.85799696,0.001241
1056,54.82854062,0.001256
1057,54.79910333,0.001246
1058,54.76968508,0.001256
1059,54.74028586,0.001234
1060,54.71090565,0.001257
1061,54.68154443,0.001240
1062,54.65220221,0.001255
1063,54.62287895,0.001246
1064,54.59357465,0.001253
1065,54.56428930,0.001239
1066,54.53502287,0.001262
1067,54.50577536,0.001238
